assignment_id,assignment_type,due_date,longevity,value
777,Presentation,785420.7,10.29,2
778,Coding assignment,171722.83,16.58,4
779,Research paper,509122.59,12.02,4
780,Discussion post,469691.49,24.18,1
781,Research paper,534693.65,5.48,4
782,Project,753292.1,6.76,1
783,Research paper,620875.4,10.86,4
784,Research paper,677252.96,4.36,5
785,Lab report,603020.07,11.26,5
786,Lab report,134494.92,2.78,2
787,Research paper,68192.0,2.63,3
788,Discussion post,614544.15,1.54,2
789,Discussion post,23390.75,21.56,1
790,Presentation,228800.35,4.88,2
791,Lab report,352396.52,7.91,5
792,Research paper,115474.71,6.3,1
793,Lab report,349058.33,15.1,1
794,Discussion post,320215.87,10.21,4
795,Presentation,830974.95,21.87,5
796,Coding assignment,602260.94,16.64,5
797,Coding assignment,391529.91,16.45,3
798,Coding assignment,83680.93,4.56,3
799,Coding assignment,553758.39,2.06,1
800,Essay,46872.86,9.03,3
801,Lab report,176423.52,5.33,1
802,Reading,332176.64,6.76,3
803,Coding assignment,770852.19,5.5,4
804,Project,215936.67,9.11,2
805,Reading,163590.8,9.17,2
806,Research paper,708129.77,7.34,1
807,Lab report,686747.04,9.27,3
808,Lab report,4324.64,4.49,5
809,Research paper,515885.96,1.89,5
810,Coding assignment,539704.75,19.81,3
811,Project,447835.49,21.11,2
812,Project,283211.8,19.48,1
813,Coding assignment,59460.64,3.25,3
814,Reading,589249.67,2.61,5
815,Math problems,78979.94,17.14,3
816,Math problems,765028.59,14.2,5
817,Lab report,717582.98,5.82,2
818,Project,389193.13,8.58,3
819,Discussion post,435415.19,3.37,1
820,Research paper,797926.92,4.75,3
821,Lab report,463644.55,15.52,3
822,Research paper,849195.54,13.3,5
823,Project,605436.2,10.78,4
824,Project,439066.26,9.35,1
825,Math problems,558193.21,5.14,4
826,Lab report,779466.56,9.73,4
827,Math problems,777024.31,20.34,4
828,Research paper,326828.74,1.11,4
829,Lab report,206647.98,4.84,2
830,Lab report,857572.82,9.77,4
831,Reading,98918.15,8.1,3
832,Reading,407884.05,29.77,4
833,Reading,734866.47,5.17,5
834,Coding assignment,838970.42,22.48,3
835,Coding assignment,26188.59,25.1,1
836,Research paper,700752.5,15.46,4
837,Essay,670638.07,6.41,4
838,Presentation,160548.57,21.55,5
839,Coding assignment,802546.69,8.3,3
840,Essay,363096.64,2.07,3
841,Math problems,178513.89,5.06,2
842,Math problems,806962.96,7.61,1
843,Math problems,164030.52,6.9,5
844,Study for test,17554.21,5.42,3
845,Lab report,344885.08,7.14,3
846,Presentation,28933.26,11.04,5
847,Essay,73313.3,2.97,5
848,Math problems,774093.56,14.83,2
849,Research paper,328.65,5.57,1
850,Reading,295322.51,10.04,4
851,Reading,229329.27,4.03,4
852,Research paper,531950.39,3.37,1
853,Project,372497.16,5.83,4
854,Project,372209.83,28.98,3
855,Presentation,610450.47,4.79,4
856,Reading,377643.3,3.81,2
857,Discussion post,23137.05,1.45,2
858,Coding assignment,611024.71,6.46,1
859,Reading,358598.05,14.75,2
860,Coding assignment,738152.74,8.36,5
861,Research paper,846788.73,23.5,4
862,Math problems,521867.51,10.89,4
863,Discussion post,663295.26,17.43,1
864,Research paper,219420.86,21.68,4
865,Project,268025.7,5.01,1
866,Research paper,234492.29,6.39,4
867,Research paper,52670.79,1.05,4
868,Project,269792.7,3.45,4
869,Reading,64318.48,3.12,1
870,Presentation,800368.66,4.48,1
871,Lab report,289766.89,23.48,2
872,Study for test,326915.3,2.6,5
873,Presentation,217327.88,9.2,1
874,Math problems,799865.54,4.72,2
875,Math problems,144995.74,5.89,1
876,Essay,846187.65,11.52,2
877,Presentation,762538.86,1.5,5
878,Study for test,400743.67,19.61,2
879,Project,466879.9,10.16,1
880,Project,802112.55,5.02,4
881,Research paper,332526.81,1.63,2
882,Essay,827793.53,4.88,2
883,Project,123738.85,6.8,4
884,Essay,458705.08,24.37,5
885,Discussion post,764186.06,10.54,2
886,Coding assignment,583198.84,5.75,2
887,Project,263585.96,12.5,1
888,Math problems,87966.54,3.63,2
889,Project,305143.42,1.34,1
890,Reading,141067.0,5.32,2
891,Reading,248538.18,9.56,4
892,Presentation,30064.49,13.76,3
893,Presentation,246219.66,11.39,3
894,Essay,844674.12,17.87,2
895,Study for test,216788.31,4.67,3
896,Study for test,107960.35,20.72,2
897,Lab report,781119.51,8.11,2
898,Essay,329480.79,2.57,3
899,Coding assignment,563943.01,12.57,3
900,Essay,88172.62,10.67,3
901,Research paper,219879.74,1.18,5
902,Presentation,408063.8,17.34,2
903,Project,181274.53,20.71,3
904,Study for test,689093.42,9.33,2
905,Project,96969.65,6.53,5
906,Reading,57110.43,4.05,4
907,Essay,93564.67,14.27,5
908,Research paper,393727.8,16.22,3
909,Math problems,440022.41,3.02,3
910,Study for test,508243.05,11.37,3
911,Study for test,154901.45,22.01,5
912,Lab report,187115.63,9.34,5
913,Discussion post,776494.43,10.97,3
914,Coding assignment,665404.27,7.21,5
915,Project,327371.45,4.19,5
916,Lab report,540582.14,12.06,3
917,Presentation,679587.19,4.49,5
918,Presentation,220374.27,18.05,1
919,Math problems,860913.13,7.99,1
920,Math problems,656940.3,3.58,1
921,Essay,520039.45,5.09,3
922,Reading,560540.04,15.28,2
923,Discussion post,756634.2,7.07,3
924,Essay,737526.62,5.91,1
925,Project,780657.65,7.49,4
926,Essay,869649.78,3.67,2
927,Math problems,538579.81,17.43,1
928,Project,56954.87,6.66,1
929,Reading,729188.74,17.88,3
930,Presentation,496874.62,7.6,4
931,Math problems,229608.74,7.69,5
932,Reading,778173.63,5.14,1
933,Reading,49009.28,9.0,5
934,Reading,242775.82,17.32,1
935,Coding assignment,777475.86,17.84,5
936,Discussion post,129740.88,27.98,1
937,Project,639665.12,13.45,1
938,Coding assignment,228978.4,20.73,3
939,Research paper,855099.68,5.14,3
940,Math problems,204721.02,3.58,4
941,Coding assignment,222354.43,1.81,4
942,Reading,218679.95,4.35,5
943,Study for test,818332.94,3.22,5
944,Discussion post,466790.21,20.98,2
945,Math problems,412290.74,9.79,1
946,Study for test,545856.83,14.47,5
947,Coding assignment,378604.87,1.77,4
948,Project,305435.85,1.39,2
949,Research paper,359781.05,2.71,2
950,Essay,567616.0,2.8,5
951,Discussion post,848827.69,3.44,1
952,Coding assignment,436341.75,23.72,4
953,Discussion post,813711.28,6.5,1
954,Coding assignment,17247.05,3.53,4
955,Math problems,730280.45,23.89,4
956,Lab report,39201.27,11.85,1
957,Coding assignment,307482.28,4.43,5
958,Research paper,270835.3,1.87,1
959,Essay,380668.93,11.19,1
960,Essay,446700.67,8.7,4
961,Lab report,759233.59,14.56,4
962,Math problems,102219.66,12.48,5
963,Coding assignment,253987.84,14.15,2
964,Coding assignment,808844.54,9.96,1
965,Study for test,267939.13,4.65,3
966,Study for test,823158.74,7.4,5
967,Study for test,404100.3,15.49,2
968,Essay,523619.24,20.34,5
969,Coding assignment,281758.51,24.71,3
970,Reading,697899.12,11.25,3
971,Lab report,736998.5,9.26,2
972,Study for test,379547.85,17.02,3
973,Project,186258.09,17.75,5
974,Lab report,726458.3,17.62,2
975,Presentation,487925.37,12.79,1
976,Discussion post,634734.99,2.31,1
977,Research paper,165860.65,3.63,1
978,Coding assignment,403770.57,21.92,3
979,Essay,786963.74,7.44,5
980,Math problems,446435.43,19.19,3
981,Math problems,740687.44,3.79,1
982,Reading,712117.44,8.39,2
983,Presentation,856225.1,11.82,1
984,Presentation,702910.37,11.15,4
985,Discussion post,96043.15,5.31,1
986,Reading,456942.87,23.78,3
987,Essay,651899.87,13.8,5
988,Math problems,183252.69,4.93,2
989,Math problems,200861.54,11.51,5
990,Coding assignment,599854.42,7.65,1
991,Research paper,90304.23,18.53,4
992,Essay,551096.3,6.14,3
993,Project,142723.09,4.45,5
994,Essay,386720.6,22.27,3
995,Coding assignment,751708.86,4.91,4
996,Presentation,223889.95,14.24,5
997,Presentation,252519.07,4.9,1
998,Research paper,20411.27,8.83,1
999,Research paper,18167.38,2.25,1
1000,Math problems,125940.6,4.97,3
1001,Discussion post,430328.49,13.33,5
1002,Project,318378.32,17.7,4
1003,Math problems,446794.86,24.05,1
1004,Presentation,761678.53,9.86,5
1005,Presentation,323980.63,9.11,3
1006,Lab report,574538.95,11.27,5
1007,Math problems,276837.32,12.27,4
1008,Presentation,802955.15,7.78,3
1009,Math problems,112980.57,9.17,4
1010,Project,646006.63,3.73,5
1011,Math problems,331954.47,5.32,4
1012,Study for test,583390.09,7.1,4
1013,Study for test,584509.7,3.71,3
1014,Coding assignment,848648.13,21.12,1
1015,Math problems,167711.07,19.7,5
1016,Project,488913.06,8.04,3
1017,Study for test,205328.53,16.57,4
1018,Math problems,544192.23,17.36,4
1019,Coding assignment,213983.28,14.95,5
1020,Essay,270506.75,1.47,1
1021,Essay,318741.56,4.2,3
1022,Lab report,66422.16,4.51,5
1023,Research paper,269520.75,4.9,4
1024,Discussion post,458077.12,1.72,3
1025,Research paper,351321.83,21.68,3
1026,Essay,796239.92,9.88,3
1027,Research paper,713291.87,21.07,1
1028,Math problems,676487.33,6.33,4
1029,Project,789263.66,17.88,4
1030,Essay,409956.86,7.41,4
1031,Discussion post,349985.07,14.02,5
1032,Coding assignment,637834.82,19.67,3
1033,Math problems,740643.24,11.96,2
1034,Presentation,554204.19,7.88,1
1035,Project,222912.34,10.12,4
1036,Study for test,653397.38,15.73,3
1037,Study for test,286198.76,21.22,2
1038,Presentation,583759.15,5.99,3
1039,Presentation,139320.18,13.38,1
1040,Lab report,803649.75,9.22,1
1041,Lab report,209125.42,8.85,4
1042,Coding assignment,405217.04,1.87,2
1043,Research paper,760275.66,9.91,5
1044,Coding assignment,4007.04,9.97,4
1045,Coding assignment,312007.16,13.33,3
1046,Essay,723343.12,10.04,5
1047,Discussion post,73421.13,11.56,2
1048,Essay,27225.17,1.79,3
1049,Discussion post,738396.94,6.98,5
1050,Study for test,177874.59,10.66,1
1051,Reading,342231.17,6.48,2
1052,Project,620103.68,20.66,4
1053,Project,273796.73,7.11,1
1054,Presentation,555357.51,16.41,3
1055,Lab report,178237.48,24.13,1
1056,Discussion post,441184.83,2.25,3
1057,Coding assignment,576812.87,14.66,5
1058,Math problems,456692.63,3.7,2
1059,Math problems,754084.98,2.57,1
1060,Coding assignment,441203.08,12.82,2
1061,Research paper,799193.13,3.75,4
1062,Research paper,229919.18,2.57,1
1063,Discussion post,192516.54,5.91,1
1064,Coding assignment,861434.22,17.64,4
1065,Discussion post,735229.98,4.09,4
1066,Project,340254.16,6.94,4
1067,Reading,538700.47,19.63,5
1068,Lab report,834303.96,18.56,4
1069,Discussion post,700695.08,4.34,3
1070,Lab report,597624.79,3.46,1
1071,Math problems,113627.61,1.18,4
1072,Reading,401675.27,5.69,3
1073,Reading,817136.31,17.82,5
1074,Project,371085.28,17.04,4
1075,Math problems,56983.16,9.84,4
1076,Essay,43496.61,15.86,1
1077,Presentation,257822.75,6.88,2
1078,Project,687156.78,12.8,5
1079,Coding assignment,649354.52,15.02,2
1080,Reading,453414.38,3.09,3
1081,Study for test,274117.03,11.76,1
1082,Project,832709.15,3.56,1
1083,Study for test,732951.42,5.5,1
1084,Presentation,787920.37,21.85,2
1085,Math problems,852104.55,14.28,1
1086,Lab report,384089.71,9.46,1
1087,Study for test,846847.18,14.09,2
1088,Essay,327557.48,4.1,4
1089,Study for test,283728.43,16.97,3
1090,Project,76699.98,5.47,4
1091,Math problems,571209.64,16.81,5
1092,Math problems,409789.55,11.39,3
1093,Research paper,184552.43,16.28,1
1094,Coding assignment,563835.99,15.33,4
1095,Reading,691045.94,10.17,1
1096,Project,372185.92,15.18,4
1097,Reading,495409.22,12.75,3
1098,Study for test,254693.74,10.0,2
1099,Research paper,759567.35,5.32,3
1100,Reading,338133.76,4.71,2
1101,Research paper,258881.87,11.91,1
1102,Reading,93421.31,22.83,4
1103,Discussion post,824371.52,10.81,4
1104,Reading,852468.92,2.56,3
1105,Research paper,516580.21,8.69,3
1106,Reading,729839.17,5.43,4
1107,Math problems,770795.61,19.88,3
1108,Reading,58094.05,27.19,1
1109,Presentation,837649.67,3.65,2
1110,Project,796357.0,2.81,2
1111,Project,250135.23,5.18,1
1112,Reading,137120.34,7.5,1
1113,Coding assignment,128908.4,10.37,5
1114,Lab report,575209.92,9.26,1
1115,Study for test,128024.25,14.58,1
1116,Lab report,596438.11,28.26,1
1117,Research paper,624759.1,6.24,1
1118,Research paper,534736.55,26.84,2
1119,Essay,329940.16,3.61,2
1120,Discussion post,666449.25,14.85,4
1121,Research paper,859657.92,12.36,1
1122,Presentation,197212.7,7.47,5
1123,Lab report,24233.21,23.59,5
1124,Reading,658781.15,20.76,2
1125,Discussion post,807151.27,4.6,4
1126,Reading,783420.62,22.79,5
1127,Math problems,259551.78,11.81,4
1128,Research paper,642171.92,10.37,5
1129,Reading,576548.14,16.29,1
1130,Essay,425946.81,20.88,5
1131,Coding assignment,612437.77,6.07,1
1132,Discussion post,431685.61,9.9,1
1133,Essay,621453.45,5.54,3
1134,Project,49595.56,5.11,4
1135,Essay,17795.92,27.78,5
1136,Discussion post,665473.6,18.49,4
1137,Coding assignment,571885.96,5.71,2
1138,Reading,379756.42,4.6,4
1139,Presentation,189241.99,1.16,4
1140,Research paper,118769.86,27.41,3
1141,Lab report,767721.94,4.51,5
1142,Lab report,798673.06,7.34,2
1143,Presentation,561550.17,3.99,3
1144,Math problems,274820.13,10.82,2
1145,Research paper,39291.73,5.64,1
1146,Lab report,518609.65,13.49,5
1147,Project,113511.24,10.92,4
1148,Discussion post,515219.18,14.37,3
1149,Reading,94061.69,10.49,2
1150,Essay,213234.36,10.45,1
1151,Study for test,748337.6,19.24,3
1152,Math problems,834186.16,10.2,5
1153,Essay,91138.0,4.18,5
1154,Study for test,212544.58,1.72,5
1155,Study for test,267610.64,3.76,5
1156,Lab report,212265.61,6.03,1
1157,Presentation,102399.09,17.86,4
1158,Discussion post,290850.63,1.69,1
1159,Project,833712.52,2.84,1
1160,Reading,449467.11,2.25,4
1161,Discussion post,1931.07,11.62,2
1162,Presentation,426654.86,26.26,5
1163,Discussion post,737072.89,28.29,3
1164,Presentation,478065.41,3.71,4
1165,Project,385121.46,1.01,2
1166,Math problems,372103.96,13.36,2
1167,Research paper,840941.47,17.86,4
1168,Research paper,245326.99,18.9,5
1169,Coding assignment,490511.22,11.01,3
1170,Research paper,833189.64,4.35,1
1171,Lab report,781487.09,5.87,4
1172,Lab report,701400.67,2.29,2
1173,Study for test,813879.34,19.64,3
1174,Essay,156972.44,12.26,3
1175,Study for test,356414.12,2.78,1
1176,Math problems,854485.62,3.66,1
1177,Study for test,423665.58,28.28,4
1178,Math problems,86193.96,9.13,4
1179,Discussion post,111681.85,2.92,2
1180,Lab report,805296.03,3.52,1
1181,Essay,683714.54,1.32,3
1182,Reading,170800.72,10.05,1
1183,Discussion post,294868.37,1.87,1
1184,Project,509019.46,3.82,2
1185,Discussion post,736086.98,7.99,5
1186,Study for test,681901.61,3.74,5
1187,Presentation,427362.79,5.76,5
1188,Presentation,761668.27,27.99,2
1189,Project,507876.26,16.03,3
1190,Reading,600894.82,2.76,1
1191,Lab report,51983.21,6.34,1
1192,Study for test,819300.73,15.26,4
1193,Lab report,285822.55,2.9,1
1194,Coding assignment,80046.67,23.18,4
1195,Lab report,376558.27,11.85,2
1196,Discussion post,4053.21,9.34,3
1197,Coding assignment,695982.05,3.47,1
1198,Coding assignment,398510.88,13.91,4
1199,Research paper,515918.99,1.53,2
1200,Reading,854921.08,5.28,1
1201,Project,536310.45,11.21,2
1202,Coding assignment,500780.95,4.1,5
1203,Lab report,525231.61,3.19,1
1204,Presentation,841546.5,10.3,1
1205,Essay,712893.58,17.99,1
1206,Discussion post,230029.52,12.09,5
1207,Project,96994.55,6.36,5
1208,Research paper,544344.39,11.19,2
1209,Essay,686348.49,8.81,1
1210,Discussion post,132774.09,4.02,4
1211,Essay,430664.33,4.74,1
1212,Reading,867728.97,9.42,3
1213,Study for test,800113.93,10.77,4
1214,Discussion post,471618.18,2.03,1
1215,Math problems,223415.55,9.13,2
1216,Reading,463792.61,17.06,2
1217,Study for test,435172.57,12.38,2
1218,Essay,661490.79,3.46,2
1219,Discussion post,722395.32,11.92,4
1220,Project,742063.73,6.27,4
1221,Lab report,583841.95,5.34,4
1222,Lab report,66667.04,18.78,3
1223,Math problems,307520.98,21.57,2
1224,Math problems,541815.49,6.86,5
1225,Coding assignment,33247.78,1.99,1
1226,Essay,80658.26,10.23,3
1227,Math problems,466886.87,5.83,5
1228,Project,738543.4,10.17,4
1229,Essay,682847.21,14.55,4
1230,Study for test,61597.06,24.09,3
1231,Math problems,708072.34,7.1,3
1232,Project,62452.76,6.55,5
1233,Research paper,830897.11,5.78,2
1234,Lab report,353932.06,6.85,3
1235,Coding assignment,406362.65,13.99,4
1236,Coding assignment,702139.61,21.19,4
1237,Discussion post,410788.88,16.0,1
1238,Lab report,652435.2,4.57,2
1239,Math problems,25793.29,18.53,1
1240,Research paper,47216.97,3.97,4
1241,Project,471086.38,10.58,4
1242,Project,206958.89,19.1,4
1243,Research paper,571418.83,4.68,1
1244,Lab report,46030.47,18.52,1
1245,Coding assignment,69646.52,8.84,4
1246,Study for test,89024.29,5.69,1
1247,Essay,522706.19,9.96,5
1248,Presentation,480650.61,15.01,2
1249,Study for test,571308.14,28.27,3
1250,Lab report,85840.09,1.15,1
1251,Research paper,20413.26,2.12,4
1252,Reading,326701.64,1.4,3
1253,Discussion post,456040.66,7.36,3
1254,Essay,703728.13,13.58,4
1255,Project,673753.89,3.38,3
1256,Essay,541516.1,4.63,1
1257,Research paper,171365.67,3.02,1
1258,Math problems,770446.19,8.24,4
1259,Project,204343.73,5.4,5
1260,Presentation,58492.26,4.13,3
1261,Research paper,399204.2,2.03,4
1262,Study for test,53921.17,12.61,4
1263,Presentation,336305.62,9.91,5
1264,Math problems,425657.91,9.92,3
1265,Reading,710550.07,5.14,4
1266,Project,636730.56,17.86,2
1267,Research paper,319918.79,3.07,2
1268,Math problems,613632.78,12.36,5
1269,Reading,27327.42,12.21,5
1270,Reading,493621.99,2.37,5
1271,Lab report,452159.96,12.84,4
1272,Discussion post,861246.86,5.6,4
1273,Reading,283189.07,14.03,2
1274,Presentation,369127.45,21.24,2
1275,Reading,834214.43,13.67,1
1276,Presentation,203762.12,8.09,3
1277,Discussion post,355813.28,3.92,5
1278,Discussion post,369242.87,2.58,1
1279,Essay,752492.77,6.76,3
1280,Project,503808.97,1.04,3
1281,Discussion post,818255.6,27.75,1
1282,Discussion post,768285.5,8.64,1
1283,Presentation,653459.87,23.24,3
1284,Coding assignment,212992.06,6.64,5
1285,Discussion post,724688.96,14.82,2
1286,Research paper,50099.56,10.2,5
1287,Discussion post,833313.25,17.68,5
1288,Lab report,684090.57,2.4,2
1289,Reading,345020.2,21.42,2
1290,Lab report,654683.43,10.77,4
1291,Essay,330814.42,19.24,2
1292,Lab report,74716.03,16.56,1
1293,Study for test,853681.71,12.24,1
1294,Lab report,250236.12,28.47,1
1295,Presentation,355817.82,3.19,4
1296,Study for test,373201.44,5.02,4
1297,Project,466503.65,11.0,5
1298,Essay,780770.43,20.73,5
1299,Study for test,116849.01,1.73,1
1300,Math problems,382393.55,5.53,5
1301,Presentation,235566.19,10.67,2
1302,Discussion post,407283.56,5.32,4
1303,Essay,120072.72,16.07,2
1304,Reading,475737.52,4.93,3
1305,Study for test,382332.39,11.69,3
1306,Coding assignment,446353.85,7.02,1
1307,Reading,161187.73,13.2,4
1308,Discussion post,31531.87,4.9,1
1309,Study for test,292300.97,13.34,2
1310,Study for test,847189.54,10.43,4
1311,Coding assignment,520549.33,19.89,2
1312,Lab report,494629.41,16.93,4
1313,Discussion post,832356.73,5.55,4
1314,Presentation,100368.27,26.24,4
1315,Essay,946.14,19.46,1
1316,Presentation,7497.59,4.33,3
1317,Research paper,755056.7,15.4,1
1318,Math problems,132118.02,1.22,4
1319,Presentation,283362.11,10.98,4
1320,Math problems,278399.26,3.4,1
1321,Coding assignment,310809.8,11.56,5
1322,Math problems,274214.54,5.83,2
1323,Reading,254329.27,19.23,2
1324,Project,413674.46,9.47,2
1325,Essay,507272.27,6.42,1
1326,Research paper,445288.8,23.45,3
1327,Math problems,843373.78,17.58,5
1328,Essay,313616.73,5.98,1
1329,Discussion post,54044.51,5.26,5
1330,Project,429239.31,15.15,3
1331,Essay,795434.6,17.89,5
